1992-02-28,王将戦,41,,南芳一,●,○,谷川浩司,,七番勝負,第5局,,なし
1992-02-18,王将戦,41,,南芳一,●,○,谷川浩司,,七番勝負,第4局,,なし
1992-02-06,王将戦,41,,南芳一,●,○,谷川浩司,,七番勝負,第3局,,なし
1992-01-28,王将戦,41,,南芳一,●,○,谷川浩司,,七番勝負,第2局,,なし
1992-01-17,王将戦,41,,南芳一,○,●,谷川浩司,,七番勝負,第1局,,なし
1991-03-12,王将戦,40,,米長邦雄,●,○,南芳一,,七番勝負,第6局,,なし
1991-03-01,王将戦,40,,米長邦雄,●,○,南芳一,,七番勝負,第5局,,なし
1991-02-21,王将戦,40,,米長邦雄,●,○,南芳一,,七番勝負,第4局,,なし
1991-02-08,王将戦,40,,米長邦雄,○,●,南芳一,,七番勝負,第3局,,なし
1991-01-29,王将戦,40,,米長邦雄,●,○,南芳一,,七番勝負,第2局,,なし
1991-01-18,王将戦,40,,米長邦雄,○,●,南芳一,,七番勝負,第1局,,なし
1990-03-30,王将戦,39,,南芳一,●,○,米長邦雄,,七番勝負,第7局,,なし
1990-03-23,王将戦,39,,南芳一,●,○,米長邦雄,,七番勝負,第6局,,なし
1990-03-13,王将戦,39,,南芳一,●,○,米長邦雄,,七番勝負,第5局,,なし
1990-02-22,王将戦,39,,南芳一,○,●,米長邦雄,,七番勝負,第4局,,なし
1990-02-09,王将戦,39,,南芳一,○,●,米長邦雄,,七番勝負,第3局,,なし
1990-01-30,王将戦,39,,南芳一,○,●,米長邦雄,,七番勝負,第2局,,なし
1990-01-18,王将戦,39,,南芳一,●,○,米長邦雄,,七番勝負,第1局,,なし
1989-02-22,王将戦,38,,南芳一,○,●,島朗,,七番勝負,第4局,,なし
1989-02-14,王将戦,38,,南芳一,○,●,島朗,,七番勝負,第3局,,なし
1989-01-31,王将戦,38,,南芳一,○,●,島朗,,七番勝負,第2局,,なし
1989-01-19,王将戦,38,,南芳一,○,●,島朗,,七番勝負,第1局,,なし
1988-03-25,王将戦,37,,中村修,●,○,南芳一,,七番勝負,第7局,,なし
1988-03-15,王将戦,37,,中村修,●,○,南芳一,,七番勝負,第6局,,なし
1988-03-01,王将戦,37,,中村修,○,●,南芳一,,七番勝負,第5局,,なし
1988-02-19,王将戦,37,,中村修,○,●,南芳一,,七番勝負,第4局,,なし
1988-02-09,王将戦,37,,中村修,●,○,南芳一,,七番勝負,第3局,,なし
1988-01-29,王将戦,37,,中村修,○,●,南芳一,,七番勝負,第2局,,なし
1988-01-19,王将戦,37,,中村修,●,○,南芳一,,七番勝負,第1局,,なし
1987-03-18,王将戦,36,,中村修,○,●,中原誠,,七番勝負,第6局,,なし
1987-03-06,王将戦,36,,中村修,○,●,中原誠,,七番勝負,第5局,,なし
1987-02-27,王将戦,36,,中村修,●,○,中原誠,,七番勝負,第4局,,なし
1987-02-13,王将戦,36,,中村修,○,●,中原誠,,七番勝負,第3局,,なし
1987-01-29,王将戦,36,,中村修,○,●,中原誠,,七番勝負,第2局,,なし
1987-01-20,王将戦,36,,中村修,●,○,中原誠,,七番勝負,第1局,,なし
1986-03-14,王将戦,35,,中原誠,●,○,中村修,,七番勝負,第6局,,なし
1986-03-04,王将戦,35,,中原誠,○,●,中村修,,七番勝負,第5局,,なし
1986-02-21,王将戦,35,,中原誠,○,●,中村修,,七番勝負,第4局,,なし
1986-02-04,王将戦,35,,中原誠,●,○,中村修,,七番勝負,第3局,,なし
1986-02-04,王将戦,35,,中原誠,千,千,中村修,,七番勝負,第3局,,なし
1986-01-28,王将戦,35,,中原誠,●,○,中村修,,七番勝負,第2局,,なし
1986-01-17,王将戦,35,,中原誠,●,○,中村修,,七番勝負,第1局,,なし
1985-03-05,王将戦,34,,米長邦雄,●,○,中原誠,,七番勝負,第5局,,なし
1985-02-21,王将戦,34,,米長邦雄,●,○,中原誠,,七番勝負,第4局,,なし
1985-02-06,王将戦,34,,米長邦雄,●,○,中原誠,,七番勝負,第3局,,なし
1985-01-26,王将戦,34,,米長邦雄,○,●,中原誠,,七番勝負,第2局,,なし
1985-01-17,王将戦,34,,米長邦雄,●,○,中原誠,,七番勝負,第1局,,なし
1984-03-06,王将戦,33,,米長邦雄,○,●,森雞二,,七番勝負,第5局,,なし
1984-02-22,王将戦,33,,米長邦雄,○,●,森雞二,,七番勝負,第4局,,なし
1984-02-09,王将戦,33,,米長邦雄,●,○,森雞二,,七番勝負,第3局,,なし
1984-01-27,王将戦,33,,米長邦雄,○,●,森雞二,,七番勝負,第2局,,なし
1984-01-19,王将戦,33,,米長邦雄,○,●,森雞二,,七番勝負,第1局,,なし
1983-03-04,王将戦,32,,大山康晴,●,○,米長邦雄,,七番勝負,第5局,,なし
1983-02-18,王将戦,32,,大山康晴,●,○,米長邦雄,,七番勝負,第4局,,なし
1983-02-02,王将戦,32,,大山康晴,●,○,米長邦雄,,七番勝負,第3局,,なし
1983-01-27,王将戦,32,,大山康晴,●,○,米長邦雄,,七番勝負,第2局,,なし
1983-01-19,王将戦,32,,大山康晴,○,●,米長邦雄,,七番勝負,第1局,,なし
1982-04-08,王将戦,31,,大山康晴,○,●,中原誠,,七番勝負,第7局,,なし
1982-03-31,王将戦,31,,大山康晴,○,●,中原誠,,七番勝負,第6局,,なし
1982-03-31,王将戦,31,,大山康晴,千,千,中原誠,,七番勝負,第6局,,なし
1982-03-05,王将戦,31,,大山康晴,○,●,中原誠,,七番勝負,第5局,,なし
1982-02-20,王将戦,31,,大山康晴,●,○,中原誠,,七番勝負,第4局,,なし
1982-02-09,王将戦,31,,大山康晴,●,○,中原誠,,七番勝負,第3局,,なし
1982-01-29,王将戦,31,,大山康晴,○,●,中原誠,,七番勝負,第2局,,なし
1982-01-19,王将戦,31,,大山康晴,●,○,中原誠,,七番勝負,第1局,,なし
1981-03-03,王将戦,30,,大山康晴,○,●,米長邦雄,,七番勝負,第5局,,なし
1981-02-18,王将戦,30,,大山康晴,○,●,米長邦雄,,七番勝負,第4局,,なし
1981-02-07,王将戦,30,,大山康晴,○,●,米長邦雄,,七番勝負,第3局,,なし
1981-01-23,王将戦,30,,大山康晴,○,●,米長邦雄,,七番勝負,第2局,,なし
1981-01-13,王将戦,30,,大山康晴,●,○,米長邦雄,,七番勝負,第1局,,なし
1980-03-11,王将戦,29,,加藤一二三,●,○,大山康晴,,七番勝負,第6局,,なし
1980-02-29,王将戦,29,,加藤一二三,○,●,大山康晴,,七番勝負,第5局,,なし
1980-02-21,王将戦,29,,加藤一二三,●,○,大山康晴,,七番勝負,第4局,,なし
1980-02-08,王将戦,29,,加藤一二三,○,●,大山康晴,,七番勝負,第3局,,なし
1980-01-26,王将戦,29,,加藤一二三,●,○,大山康晴,,七番勝負,第2局,,なし
1980-01-18,王将戦,29,,加藤一二三,●,○,大山康晴,,七番勝負,第1局,,なし
1979-02-08,王将戦,28,,中原誠,●,○,加藤一二三,,七番勝負,第5局,,なし
1979-01-27,王将戦,28,,中原誠,●,○,加藤一二三,,七番勝負,第4局,,なし
1979-01-17,王将戦,28,,中原誠,●,○,加藤一二三,,七番勝負,第3局,,なし
1979-01-06,王将戦,28,,中原誠,●,○,加藤一二三,,七番勝負,第2局,,なし
1978-12-19,王将戦,28,,中原誠,○,●,加藤一二三,,七番勝負,第1局,,なし
1978-02-15,王将戦,27,,中原誠,○,●,有吉道夫,,七番勝負,第6局,,なし
1978-02-15,王将戦,27,,中原誠,千,千,有吉道夫,,七番勝負,第6局,,なし
1978-02-03,王将戦,27,,中原誠,○,●,有吉道夫,,七番勝負,第5局,,なし
1978-01-24,王将戦,27,,中原誠,●,○,有吉道夫,,七番勝負,第4局,,なし
1978-01-14,王将戦,27,,中原誠,○,●,有吉道夫,,七番勝負,第3局,,なし
1977-12-27,王将戦,27,,中原誠,●,○,有吉道夫,,七番勝負,第2局,,なし
1977-12-17,王将戦,27,,中原誠,○,●,有吉道夫,,七番勝負,第1局,,なし
1977-03-10,王将戦,26,,中原誠,○,●,大山康晴,,七番勝負,第6局,,なし
1977-03-01,王将戦,26,,中原誠,○,●,大山康晴,,七番勝負,第5局,,なし
1977-02-15,王将戦,26,,中原誠,○,●,大山康晴,,七番勝負,第4局,,なし
1977-02-04,王将戦,26,,中原誠,●,○,大山康晴,,七番勝負,第3局,,なし
1977-01-27,王将戦,26,,中原誠,●,○,大山康晴,,七番勝負,第2局,,なし
1977-01-18,王将戦,26,,中原誠,○,●,大山康晴,,七番勝負,第1局,,なし
1976-02-27,王将戦,25,,中原誠,○,●,有吉道夫,,七番勝負,第5局,,なし
1976-02-17,王将戦,25,,中原誠,○,●,有吉道夫,,七番勝負,第4局,,なし
1976-02-06,王将戦,25,,中原誠,●,○,有吉道夫,,七番勝負,第3局,,なし
1976-01-29,王将戦,25,,中原誠,○,●,有吉道夫,,七番勝負,第2局,,なし
1976-01-13,王将戦,25,,中原誠,○,●,有吉道夫,,七番勝負,第1局,,なし
1975-03-19,王将戦,24,,中原誠,○,●,米長邦雄,,七番勝負,第7局,,なし
1975-03-11,王将戦,24,,中原誠,●,○,米長邦雄,,七番勝負,第6局,,なし
1975-02-28,王将戦,24,,中原誠,●,○,米長邦雄,,七番勝負,第5局,,なし
1975-02-19,王将戦,24,,中原誠,○,●,米長邦雄,,七番勝負,第4局,,なし
1975-02-07,王将戦,24,,中原誠,○,●,米長邦雄,,七番勝負,第3局,,なし
1975-01-28,王将戦,24,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1975-01-17,王将戦,24,,中原誠,○,●,米長邦雄,,七番勝負,第1局,,なし
1974-03-12,王将戦,23,,中原誠,○,●,米長邦雄,,七番勝負,第6局,,なし
1974-03-01,王将戦,23,,中原誠,○,●,米長邦雄,,七番勝負,第5局,,なし
1974-02-19,王将戦,23,,中原誠,○,●,米長邦雄,,七番勝負,第4局,,なし
1974-02-08,王将戦,23,,中原誠,●,○,米長邦雄,,七番勝負,第3局,,なし
1974-01-30,王将戦,23,,中原誠,●,○,米長邦雄,,七番勝負,第2局,,なし
1974-01-17,王将戦,23,,中原誠,○,●,米長邦雄,,七番勝負,第1局,,なし
1973-02-20,王将戦,22,,大山康晴,●,○,中原誠,,七番勝負,第4局,,なし
1973-02-09,王将戦,22,,大山康晴,●,○,中原誠,,七番勝負,第3局,,なし
1973-01-30,王将戦,22,,大山康晴,●,○,中原誠,,七番勝負,第2局,,なし
1973-01-17,王将戦,22,,大山康晴,●,○,中原誠,,七番勝負,第1局,,なし
1972-03-24,王将戦,21,,大山康晴,○,●,有吉道夫,,七番勝負,第7局,,なし
1972-03-14,王将戦,21,,大山康晴,●,○,有吉道夫,,七番勝負,第6局,,なし
1972-03-02,王将戦,21,,大山康晴,●,○,有吉道夫,,七番勝負,第5局,,なし
1972-02-18,王将戦,21,,大山康晴,○,●,有吉道夫,,七番勝負,第4局,,なし
1972-02-09,王将戦,21,,大山康晴,○,●,有吉道夫,,七番勝負,第3局,,なし
1972-01-28,王将戦,21,,大山康晴,○,●,有吉道夫,,七番勝負,第2局,,なし
1972-01-18,王将戦,21,,大山康晴,●,○,有吉道夫,,七番勝負,第1局,,なし
1971-03-23,王将戦,20,,大山康晴,○,●,中原誠,,七番勝負,第7局,,なし
1971-03-12,王将戦,20,,大山康晴,○,●,中原誠,,七番勝負,第6局,,なし
1971-03-02,王将戦,20,,大山康晴,●,○,中原誠,,七番勝負,第5局,,なし
1971-02-19,王将戦,20,,大山康晴,○,●,中原誠,,七番勝負,第4局,,なし
1971-02-09,王将戦,20,,大山康晴,●,○,中原誠,,七番勝負,第3局,,なし
1971-01-29,王将戦,20,,大山康晴,●,○,中原誠,,七番勝負,第2局,,なし
1971-01-19,王将戦,20,,大山康晴,○,●,中原誠,,七番勝負,第1局,,なし
1970-03-05,王将戦,19,,大山康晴,○,●,二上達也,,七番勝負,第5局,,なし
1970-02-20,王将戦,19,,大山康晴,○,●,二上達也,,七番勝負,第4局,,なし
1970-02-10,王将戦,19,,大山康晴,○,●,二上達也,,七番勝負,第3局,,なし
1970-01-28,王将戦,19,,大山康晴,●,○,二上達也,,七番勝負,第2局,,なし
1970-01-16,王将戦,19,,大山康晴,○,●,二上達也,,七番勝負,第1局,,なし
1969-02-21,王将戦,18,,大山康晴,○,●,内藤國雄,,七番勝負,第4局,,なし
1969-02-04,王将戦,18,,大山康晴,○,●,内藤國雄,,七番勝負,第3局,,なし
1969-01-28,王将戦,18,,大山康晴,○,●,内藤國雄,,七番勝負,第2局,,なし
1969-01-17,王将戦,18,,大山康晴,○,●,内藤國雄,,七番勝負,第1局,,なし
1968-03-13,王将戦,17,,大山康晴,○,●,加藤一二三,,七番勝負,第6局,,なし
1968-03-05,王将戦,17,,大山康晴,●,○,加藤一二三,,七番勝負,第5局,,なし
1968-02-20,王将戦,17,,大山康晴,○,●,加藤一二三,,七番勝負,第4局,,なし
1968-02-08,王将戦,17,,大山康晴,●,○,加藤一二三,,七番勝負,第3局,,なし
1968-01-26,王将戦,17,,大山康晴,○,●,加藤一二三,,七番勝負,第2局,,なし
1968-01-17,王将戦,17,,大山康晴,○,●,加藤一二三,,七番勝負,第1局,,なし
1967-03-03,王将戦,16,,大山康晴,○,●,加藤一二三,,七番勝負,第5局,,なし
1967-02-21,王将戦,16,,大山康晴,○,●,加藤一二三,,七番勝負,第4局,,なし
1967-02-08,王将戦,16,,大山康晴,●,○,加藤一二三,,七番勝負,第3局,,なし
1967-01-25,王将戦,16,,大山康晴,○,●,加藤一二三,,七番勝負,第2局,,なし
1967-01-17,王将戦,16,,大山康晴,○,●,加藤一二三,,七番勝負,第1局,,なし
1966-03-29,王将戦,15,,大山康晴,○,●,山田道美,,七番勝負,第7局,,なし
1966-03-16,王将戦,15,,大山康晴,○,●,山田道美,,七番勝負,第6局,,なし
1966-03-04,王将戦,15,,大山康晴,○,●,山田道美,,七番勝負,第5局,,なし
1966-02-22,王将戦,15,,大山康晴,●,○,山田道美,,七番勝負,第4局,,なし
1966-02-09,王将戦,15,,大山康晴,●,○,山田道美,,七番勝負,第3局,,なし
1966-01-28,王将戦,15,,大山康晴,○,●,山田道美,,七番勝負,第2局,,なし
1966-01-18,王将戦,15,,大山康晴,●,○,山田道美,,七番勝負,第1局,,なし
1965-03-03,王将戦,14,,大山康晴,○,●,加藤博二,,七番勝負,第5局,,なし
1965-02-20,王将戦,14,,大山康晴,○,●,加藤博二,,七番勝負,第4局,,なし
1965-02-10,王将戦,14,,大山康晴,●,○,加藤博二,,七番勝負,第3局,,なし
1965-01-28,王将戦,14,,大山康晴,○,●,加藤博二,,七番勝負,第2局,,なし
1965-01-16,王将戦,14,,大山康晴,○,●,加藤博二,,七番勝負,第1局,,なし
1995-03-10,棋王戦,20,,羽生善治,○,●,森下卓,,五番勝負,第3局,,なし
1995-02-24,棋王戦,20,,羽生善治,○,●,森下卓,,五番勝負,第2局,,なし
1995-02-11,棋王戦,20,,羽生善治,○,●,森下卓,,五番勝負,第1局,,なし
1994-03-04,棋王戦,19,,羽生善治,○,●,南芳一,,五番勝負,第3局,,なし
1994-02-22,棋王戦,19,,羽生善治,○,●,南芳一,,五番勝負,第2局,,なし
1994-02-12,棋王戦,19,,羽生善治,○,●,南芳一,,五番勝負,第1局,,なし
1993-03-26,棋王戦,18,,羽生善治,○,●,谷川浩司,,五番勝負,第5局,,なし
1993-03-15,棋王戦,18,,羽生善治,○,●,谷川浩司,,五番勝負,第4局,,なし
1993-03-05,棋王戦,18,,羽生善治,●,○,谷川浩司,,五番勝負,第3局,,なし
1993-02-23,棋王戦,18,,羽生善治,○,●,谷川浩司,,五番勝負,第2局,,なし
1993-02-06,棋王戦,18,,羽生善治,●,○,谷川浩司,,五番勝負,第1局,,なし
1992-03-16,棋王戦,17,,羽生善治,○,●,南芳一,,五番勝負,第4局,,なし
1992-03-06,棋王戦,17,,羽生善治,○,●,南芳一,,五番勝負,第3局,,なし
1992-02-25,棋王戦,17,,羽生善治,○,●,南芳一,,五番勝負,第2局,,なし
1992-02-14,棋王戦,17,,羽生善治,●,○,南芳一,,五番勝負,第1局,,なし
1991-03-18,棋王戦,16,,南芳一,●,○,羽生善治,,五番勝負,第4局,,なし
1991-03-08,棋王戦,16,,南芳一,○,●,羽生善治,,五番勝負,第3局,,なし
1991-02-25,棋王戦,16,,南芳一,●,○,羽生善治,,五番勝負,第2局,,なし
1991-02-15,棋王戦,16,,南芳一,●,○,羽生善治,,五番勝負,第1局,,なし
1990-03-09,棋王戦,15,,南芳一,○,●,大山康晴,,五番勝負,第3局,,なし
1990-02-26,棋王戦,15,,南芳一,○,●,大山康晴,,五番勝負,第2局,,なし
1990-02-16,棋王戦,15,,南芳一,○,●,大山康晴,,五番勝負,第1局,,なし
1989-03-28,棋王戦,14,,谷川浩司,●,○,南芳一,,五番勝負,第5局,,なし
1989-03-20,棋王戦,14,,谷川浩司,●,○,南芳一,,五番勝負,第4局,,なし
1989-03-10,棋王戦,14,,谷川浩司,●,○,南芳一,,五番勝負,第3局,,なし
1989-02-27,棋王戦,14,,谷川浩司,○,●,南芳一,,五番勝負,第2局,,なし
1989-02-17,棋王戦,14,,谷川浩司,○,●,南芳一,,五番勝負,第1局,,なし
1988-04-06,棋王戦,13,,高橋道雄,●,○,谷川浩司,,五番勝負,第6局,,なし
1988-03-29,棋王戦,13,,高橋道雄,○,●,谷川浩司,,五番勝負,第5局,,なし
1988-03-18,棋王戦,13,,高橋道雄,○,●,谷川浩司,,五番勝負,第4局,,なし
1988-03-11,棋王戦,13,,高橋道雄,持,持,谷川浩司,,五番勝負,第3局,,なし
1988-02-26,棋王戦,13,,高橋道雄,●,○,谷川浩司,,五番勝負,第2局,,なし
1988-02-15,棋王戦,13,,高橋道雄,●,○,谷川浩司,,五番勝負,第1局,,なし
1987-03-23,棋王戦,12,,谷川浩司,●,○,高橋道雄,,五番勝負,第4局,,なし
1987-03-13,棋王戦,12,,谷川浩司,●,○,高橋道雄,,五番勝負,第3局,,なし
1987-03-06,棋王戦,12,,谷川浩司,○,●,高橋道雄,,五番勝負,第2局,,なし
1987-02-16,棋王戦,12,,谷川浩司,●,○,高橋道雄,,五番勝負,第1局,,なし
1986-03-07,棋王戦,11,,桐山清澄,●,○,谷川浩司,,五番勝負,第3局,,なし
1986-02-26,棋王戦,11,,桐山清澄,●,○,谷川浩司,,五番勝負,第2局,,なし
1986-02-15,棋王戦,11,,桐山清澄,●,○,谷川浩司,,五番勝負,第1局,,なし
1985-03-22,棋王戦,10,,米長邦雄,●,○,桐山清澄,,五番勝負,第4局,,なし
1985-03-08,棋王戦,10,,米長邦雄,●,○,桐山清澄,,五番勝負,第3局,,なし
1985-02-28,棋王戦,10,,米長邦雄,●,○,桐山清澄,,五番勝負,第2局,,なし
1985-02-16,棋王戦,10,,米長邦雄,○,●,桐山清澄,,五番勝負,第1局,,なし
1984-03-21,棋王戦,9,,米長邦雄,○,●,森安秀光,,五番勝負,第4局,,なし
1984-03-09,棋王戦,9,,米長邦雄,○,●,森安秀光,,五番勝負,第3局,,なし
1984-02-29,棋王戦,9,,米長邦雄,●,○,森安秀光,,五番勝負,第2局,,なし
1984-02-17,棋王戦,9,,米長邦雄,○,●,森安秀光,,五番勝負,第1局,,なし
1983-03-11,棋王戦,8,,米長邦雄,○,●,大山康晴,,五番勝負,第3局,,なし
1983-02-22,棋王戦,8,,米長邦雄,○,●,大山康晴,,五番勝負,第2局,,なし
1983-02-09,棋王戦,8,,米長邦雄,○,●,大山康晴,,五番勝負,第1局,,なし
1982-03-30,棋王戦,7,,米長邦雄,○,●,森安秀光,,五番勝負,第5局,,なし
1982-03-20,棋王戦,7,,米長邦雄,●,○,森安秀光,,五番勝負,第4局,,なし
1982-03-05,棋王戦,7,,米長邦雄,○,●,森安秀光,,五番勝負,第3局,,なし
1982-02-25,棋王戦,7,,米長邦雄,●,○,森安秀光,,五番勝負,第2局,,なし
1982-02-13,棋王戦,7,,米長邦雄,○,●,森安秀光,,五番勝負,第1局,,なし
1981-03-12,棋王戦,6,,中原誠,●,○,米長邦雄,,五番勝負,第4局,,なし
1981-03-06,棋王戦,6,,中原誠,○,●,米長邦雄,,五番勝負,第3局,,なし
1981-02-21,棋王戦,6,,中原誠,●,○,米長邦雄,,五番勝負,第2局,,なし
1981-02-12,棋王戦,6,,中原誠,●,○,米長邦雄,,五番勝負,第1局,,なし
1980-03-21,棋王戦,5,,米長邦雄,●,○,中原誠,,五番勝負,第4局,,なし
1980-03-07,棋王戦,5,,米長邦雄,●,○,中原誠,,五番勝負,第3局,,なし
1980-02-26,棋王戦,5,,米長邦雄,○,●,中原誠,,五番勝負,第2局,,なし
1980-02-16,棋王戦,5,,米長邦雄,●,○,中原誠,,五番勝負,第1局,,なし
1979-04-03,棋王戦,4,,加藤一二三,●,○,米長邦雄,,五番勝負,第5局,,なし
1979-03-23,棋王戦,4,,加藤一二三,○,●,米長邦雄,,五番勝負,第4局,,なし
1979-03-17,棋王戦,4,,加藤一二三,○,●,米長邦雄,,五番勝負,第3局,,なし
1979-03-02,棋王戦,4,,加藤一二三,●,○,米長邦雄,,五番勝負,第2局,,なし
1979-02-16,棋王戦,4,,加藤一二三,●,○,米長邦雄,,五番勝負,第1局,,なし
1978-03-10,棋王戦,3,,加藤一二三,○,●,中原誠,,五番勝負,第3局,,なし
1978-03-01,棋王戦,3,,加藤一二三,○,●,中原誠,,五番勝負,第2局,,なし
1978-02-20,棋王戦,3,,加藤一二三,○,●,中原誠,,五番勝負,第1局,,なし
1977-03-25,棋王戦,2,,大内延介,●,○,加藤一二三,,五番勝負,第3局,,なし
1977-03-15,棋王戦,2,,大内延介,●,○,加藤一二三,,五番勝負,第2局,,なし
1977-03-05,棋王戦,2,,大内延介,●,○,加藤一二三,,五番勝負,第1局,,なし
1994-09-27,王座戦,42,,羽生善治,○,●,谷川浩司,,五番勝負,第3局,,なし
1994-09-13,王座戦,42,,羽生善治,○,●,谷川浩司,,五番勝負,第2局,,なし
1994-09-02,王座戦,42,,羽生善治,○,●,谷川浩司,,五番勝負,第1局,,なし
1993-10-01,王座戦,41,,羽生善治,○,●,谷川浩司,,五番勝負,第4局,,なし
1993-09-21,王座戦,41,,羽生善治,○,●,谷川浩司,,五番勝負,第3局,,なし
1993-09-13,王座戦,41,,羽生善治,●,○,谷川浩司,,五番勝負,第2局,,なし
1993-09-03,王座戦,41,,羽生善治,○,●,谷川浩司,,五番勝負,第1局,,なし
1992-09-22,王座戦,40,,福崎文吾,●,○,羽生善治,,五番勝負,第3局,,なし
1992-09-14,王座戦,40,,福崎文吾,●,○,羽生善治,,五番勝負,第2局,,なし
1992-09-01,王座戦,40,,福崎文吾,●,○,羽生善治,,五番勝負,第1局,,なし
1991-10-14,王座戦,39,,谷川浩司,●,○,福崎文吾,,五番勝負,第5局,,なし
1991-10-01,王座戦,39,,谷川浩司,○,●,福崎文吾,,五番勝負,第4局,,なし
1991-09-24,王座戦,39,,谷川浩司,○,●,福崎文吾,,五番勝負,第3局,,なし
1991-09-17,王座戦,39,,谷川浩司,●,○,福崎文吾,,五番勝負,第2局,,なし
1991-09-03,王座戦,39,,谷川浩司,●,○,福崎文吾,,五番勝負,第1局,,なし
1990-10-02,王座戦,38,,中原誠,●,○,谷川浩司,,五番勝負,第4局,,なし
1990-09-25,王座戦,38,,中原誠,●,○,谷川浩司,,五番勝負,第3局,,なし
1990-09-13,王座戦,38,,中原誠,○,●,谷川浩司,,五番勝負,第2局,,なし
1990-09-04,王座戦,38,,中原誠,●,○,谷川浩司,,五番勝負,第1局,,なし
1989-10-16,王座戦,37,,中原誠,○,●,青野照市,,五番勝負,第5局,,なし
1989-10-05,王座戦,37,,中原誠,○,●,青野照市,,五番勝負,第4局,,なし
1989-09-25,王座戦,37,,中原誠,●,○,青野照市,,五番勝負,第3局,,なし
1989-09-13,王座戦,37,,中原誠,○,●,青野照市,,五番勝負,第2局,,なし
1989-09-01,王座戦,37,,中原誠,●,○,青野照市,,五番勝負,第1局,,なし
1988-09-28,王座戦,36,,塚田泰明,●,○,中原誠,,五番勝負,第3局,,なし
1988-09-13,王座戦,36,,塚田泰明,●,○,中原誠,,五番勝負,第2局,,なし
1988-09-02,王座戦,36,,塚田泰明,●,○,中原誠,,五番勝負,第1局,,なし
1987-10-21,王座戦,35,,中原誠,●,○,塚田泰明,,五番勝負,第5局,,なし
1987-10-07,王座戦,35,,中原誠,●,○,塚田泰明,,五番勝負,第4局,,なし
1987-09-29,王座戦,35,,中原誠,●,○,塚田泰明,,五番勝負,第3局,,なし
1987-09-16,王座戦,35,,中原誠,○,●,塚田泰明,,五番勝負,第2局,,なし
1987-09-01,王座戦,35,,中原誠,○,●,塚田泰明,,五番勝負,第1局,,なし
1986-09-19,王座戦,34,,中原誠,○,●,桐山清澄,,五番勝負,第3局,,なし
1986-09-12,王座戦,34,,中原誠,○,●,桐山清澄,,五番勝負,第2局,,なし
1986-09-02,王座戦,34,,中原誠,○,●,桐山清澄,,五番勝負,第1局,,なし
1985-10-11,王座戦,33,,中原誠,○,●,谷川浩司,,五番勝負,第4局,,なし
1985-10-03,王座戦,33,,中原誠,○,●,谷川浩司,,五番勝負,第3局,,なし
1985-09-24,王座戦,33,,中原誠,○,●,谷川浩司,,五番勝負,第2局,,なし
1985-09-13,王座戦,33,,中原誠,●,○,谷川浩司,,五番勝負,第1局,,なし
1984-10-16,王座戦,32,,中原誠,○,●,森安秀光,,五番勝負,第5局,,なし
1984-10-09,王座戦,32,,中原誠,○,●,森安秀光,,五番勝負,第4局,,なし
1984-09-25,王座戦,32,,中原誠,○,●,森安秀光,,五番勝負,第3局,,なし
1984-09-18,王座戦,32,,中原誠,●,○,森安秀光,,五番勝負,第2局,,なし
1984-09-06,王座戦,32,,中原誠,●,○,森安秀光,,五番勝負,第1局,,なし
1983-10-11,王座戦,31,,内藤國雄,●,○,中原誠,,三番勝負,第3局,,なし
1983-09-30,王座戦,31,,内藤國雄,○,●,中原誠,,三番勝負,第2局,,なし
1983-09-20,王座戦,31,,内藤國雄,●,○,中原誠,,三番勝負,第1局,,なし
1995-01-06,棋聖戦,65,,羽生善治,○,●,島朗,,五番勝負,第3局,,なし
1994-12-22,棋聖戦,65,,羽生善治,○,●,島朗,,五番勝負,第2局,,なし
1994-12-13,棋聖戦,65,,羽生善治,○,●,島朗,,五番勝負,第1局,,なし
1994-07-14,棋聖戦,64,,羽生善治,○,●,谷川浩司,,五番勝負,第4局,,なし
1994-07-05,棋聖戦,64,,羽生善治,○,●,谷川浩司,,五番勝負,第3局,,なし
1994-06-24,棋聖戦,64,,羽生善治,●,○,谷川浩司,,五番勝負,第2局,,なし
1994-06-11,棋聖戦,64,,羽生善治,○,●,谷川浩司,,五番勝負,第1局,,なし
1994-02-18,棋聖戦,63,,羽生善治,○,●,谷川浩司,,五番勝負,第5局,,なし
1994-01-31,棋聖戦,63,,羽生善治,●,○,谷川浩司,,五番勝負,第4局,,なし
1994-01-17,棋聖戦,63,,羽生善治,●,○,谷川浩司,,五番勝負,第3局,,なし
1994-01-07,棋聖戦,63,,羽生善治,千,千,谷川浩司,,五番勝負,第3局,,なし
1994-01-07,棋聖戦,63,,羽生善治,千,千,谷川浩司,,五番勝負,第3局,,なし
1993-12-24,棋聖戦,63,,羽生善治,○,●,谷川浩司,,五番勝負,第2局,,なし
1993-12-13,棋聖戦,63,,羽生善治,○,●,谷川浩司,,五番勝負,第1局,,なし
1993-07-19,棋聖戦,62,,谷川浩司,●,○,羽生善治,,五番勝負,第4局,,なし
1993-07-09,棋聖戦,62,,谷川浩司,●,○,羽生善治,,五番勝負,第3局,,なし
1993-06-29,棋聖戦,62,,谷川浩司,●,○,羽生善治,,五番勝負,第2局,,なし
1993-06-19,棋聖戦,62,,谷川浩司,○,●,羽生善治,,五番勝負,第1局,,なし
